class_alias,attacker,defender,mut_live_attempts,mut_compiles_attempts,mut_compiles_failure,test_killing_attempts,test_compiles_attempts,test_compiles_failure
SparseIntArray,pro,haiku,1.0,3.25,2.25,1.5,1.4333333333333333,0.2
SparseIntArray,pro,pro,1.0,2.2,2.65,1.0,1.0,0.0
SparseIntArray,pro,sonnet,1.0,4.75,2.7,1.0,1.0,0.0
SparseIntArray,sonnet,4.1,1.5,1.0,0.0,1.0,1.0,1.0
SparseIntArray,sonnet,4.1 mini,1.0,1.0,0.0,1.0,3.0,1.5
SparseIntArray,sonnet,flash,2.25,1.0,0.0,1.0,2.6666666666666665,1.25
SparseIntArray,sonnet,haiku,1.0,1.0,0.0,1.0,1.5,0.0
SparseIntArray,sonnet,pro,1.8,1.0,0.0,1.0,1.4,0.4
SparseIntArray,sonnet,sonnet,1.0,1.0,0.0,1.0,1.0,1.5
XmlElement,4.1,4.1,1.411764705882353,1.0,0.0,1.0,1.2222222222222223,1.0588235294117647
XmlElement,4.1,4.1 mini,1.6111111111111112,1.0,0.0,1.2,1.3958333333333333,0.3333333333333333
XmlElement,4.1,flash,1.6,1.0,0.0,1.0,1.5555555555555556,0.0
XmlElement,4.1,haiku,1.7222222222222223,1.0,0.0,1.0,2.0,0.8333333333333334
XmlElement,4.1,pro,1.2857142857142858,1.0,0.0,1.0,1.2564102564102564,0.35714285714285715
XmlElement,4.1,sonnet,1.5789473684210527,1.0,0.0,1.0,1.2857142857142858,1.894736842105263
XmlElement,4.1 mini,4.1,1.5714285714285714,1.0833333333333335,0.0,1.3333333333333333,2.375,0.5714285714285714
XmlElement,4.1 mini,4.1 mini,1.5,1.0166666666666666,0.0,1.3333333333333333,1.361111111111111,0.0
XmlElement,4.1 mini,flash,1.3333333333333333,1.1166666666666667,0.0,1.0,1.8,0.6666666666666666
XmlElement,4.1 mini,haiku,1.5,1.1416666666666668,0.0,1.4,2.2857142857142856,1.0625
XmlElement,4.1 mini,pro,1.6363636363636365,1.1333333333333333,0.0,1.0,1.5555555555555556,0.5454545454545454
XmlElement,4.1 mini,sonnet,1.2105263157894737,1.1333333333333333,0.0,1.0,1.5,1.4210526315789473
XmlElement,flash,4.1,1.0,2.2222222222222223,2.1,1.0,1.2,0.0
XmlElement,flash,4.1 mini,1.0,3.142857142857143,2.25,1.0,1.1666666666666667,0.0
XmlElement,flash,flash,1.0,3.4285714285714284,2.55,1.0,1.0,0.0
XmlElement,flash,haiku,1.0,3.5,2.6,2.0,1.2222222222222223,0.0
XmlElement,flash,pro,1.0,2.8333333333333335,2.3,1.0,1.0,0.0
XmlElement,flash,sonnet,1.0,2.8333333333333335,2.45,1.0,1.8,0.4
XmlElement,haiku,4.1,1.5294117647058822,1.0,0.0,1.0,1.1568627450980393,0.0
XmlElement,haiku,4.1 mini,1.375,1.0,0.0,1.0,1.125,0.0
XmlElement,haiku,flash,1.3846153846153846,1.0,0.0,1.0,1.3846153846153846,0.0
XmlElement,haiku,haiku,1.6111111111111112,1.05,0.0,1.0,1.5833333333333333,0.16666666666666666
XmlElement,haiku,pro,1.3,1.0666666666666669,0.0,1.0,1.5714285714285714,0.9
XmlElement,haiku,sonnet,1.35,1.0166666666666668,0.0,1.0,1.0,0.45
XmlElement,pro,4.1,1.25,2.4444444444444446,2.2,1.5,1.0833333333333333,0.0
XmlElement,pro,4.1 mini,1.0,3.3333333333333335,2.4,3.0,1.0,0.0
XmlElement,pro,flash,1.3333333333333333,2.357142857142857,2.5,1.0,2.0,0.0
XmlElement,pro,haiku,1.0,2.111111111111111,2.45,,2.0,1.0
XmlElement,pro,pro,1.0,4.0,2.65,1.0,2.0,0.0
XmlElement,pro,sonnet,1.0,2.5555555555555554,2.2,1.0,1.8333333333333333,1.5
XmlElement,sonnet,4.1,1.4285714285714286,1.6842105263157894,0.65,,1.3333333333333335,0.14285714285714285
XmlElement,sonnet,4.1 mini,1.0,2.324561403508772,0.7,3.0,1.6666666666666667,0.0
XmlElement,sonnet,flash,1.5,1.0,0.0,1.3333333333333333,2.1666666666666665,1.0
XmlElement,sonnet,haiku,1.0,2.2916666666666665,0.35,1.0,4.0,2.0
XmlElement,sonnet,pro,1.875,1.0166666666666668,0.0,1.0,1.6666666666666665,0.5
XmlElement,sonnet,sonnet,1.2857142857142858,2.491228070175439,0.7,,2.6666666666666665,2.4285714285714284
