Classname,SetupID,MutantID,Compiled,KilledByXTests,KillingTests
CaseInsensitiveString,setup_206,56677,true,33,org.example.testcaseinsensitivestring.game271.player36.TestCaseInsensitiveString101;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game273.player24.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString39;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString23;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString72;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString153;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game285.player145.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString64
CaseInsensitiveString,setup_206,56826,true,0,
CaseInsensitiveString,setup_206,56592,true,7,org.example.testcaseinsensitivestring.game278.player58.TestCaseInsensitiveString40;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString143;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString163;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59
CaseInsensitiveString,setup_206,56694,true,33,org.example.testcaseinsensitivestring.game271.player36.TestCaseInsensitiveString101;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game273.player24.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString39;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString23;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString72;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString153;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game285.player145.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString64
CaseInsensitiveString,setup_206,56467,true,47,org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString106;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString109;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString117;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString77;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString90;org.example.testcaseinsensitivestring.game273.player24.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game273.player30.TestCaseInsensitiveString55;org.example.testcaseinsensitivestring.game274.player23.TestCaseInsensitiveString96;org.example.testcaseinsensitivestring.game274.player9.TestCaseInsensitiveString84;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString27;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString63;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString61;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString62;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString31;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString61;org.example.testcaseinsensitivestring.game279.player54.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString25;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString28;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString28;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game283.player119.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game283.player119.TestCaseInsensitiveString86;org.example.testcaseinsensitivestring.game283.player119.TestCaseInsensitiveString93;org.example.testcaseinsensitivestring.game283.player119.TestCaseInsensitiveString96;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString147;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString154;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString165;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString144;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString173;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString174;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString180;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString103;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString75;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString88;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString58
CaseInsensitiveString,setup_206,56495,true,1,org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52
CaseInsensitiveString,setup_206,56763,true,1,org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52
CaseInsensitiveString,setup_221,49000,true,7,org.example.testcaseinsensitivestring.game274.player134.TestCaseInsensitiveString63;org.example.testcaseinsensitivestring.game274.player9.TestCaseInsensitiveString70;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString174;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString75;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString77;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString44;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString62
CaseInsensitiveString,setup_221,48229,true,36,org.example.testcaseinsensitivestring.game271.player36.TestCaseInsensitiveString101;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game273.player24.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString39;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString23;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString72;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game278.player58.TestCaseInsensitiveString40;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString143;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString153;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString163;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game285.player145.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString64
CaseInsensitiveString,setup_221,46337,true,1,org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52
CaseInsensitiveString,setup_221,46047,true,0,
CaseInsensitiveString,setup_221,47477,true,0,
CaseInsensitiveString,setup_221,45289,true,39,org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString117;org.example.testcaseinsensitivestring.game273.player19.TestCaseInsensitiveString90;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString41;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString27;org.example.testcaseinsensitivestring.game275.player34.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString41;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString49;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString70;org.example.testcaseinsensitivestring.game279.player140.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game279.player140.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game279.player54.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString28;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString39;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString147;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString144;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString173;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString174;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString100;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString103;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString116;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString93;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString94;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString58;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString46;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString62
CaseInsensitiveString,setup_221,45692,true,0,
CaseInsensitiveString,setup_221,47761,true,0,
CaseInsensitiveString,setup_221,49701,true,36,org.example.testcaseinsensitivestring.game271.player36.TestCaseInsensitiveString101;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game273.player24.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString39;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString23;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString72;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game278.player58.TestCaseInsensitiveString40;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString42;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString143;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString153;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString163;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game285.player145.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString64
CaseInsensitiveString,setup_221,45722,true,32,org.example.testcaseinsensitivestring.game271.player36.TestCaseInsensitiveString117;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString67;org.example.testcaseinsensitivestring.game274.player134.TestCaseInsensitiveString67;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString71;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game278.player56.TestCaseInsensitiveString22;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game278.player67.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game279.player140.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString33;org.example.testcaseinsensitivestring.game280.player111.TestCaseInsensitiveString19;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString31;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString33;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game283.player119.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString154;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString159;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString49;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString68;org.example.testcaseinsensitivestring.game284.player91.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game284.player91.TestCaseInsensitiveString58;org.example.testcaseinsensitivestring.game284.player91.TestCaseInsensitiveString67;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString91;org.example.testcaseinsensitivestring.game285.player92.TestCaseInsensitiveString69;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString71;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString63
CaseInsensitiveString,setup_221,50554,true,0,
CaseInsensitiveString,setup_221,49330,true,30,org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString77;org.example.testcaseinsensitivestring.game274.player9.TestCaseInsensitiveString78;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString32;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString33;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString73;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game277.player116.TestCaseInsensitiveString41;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString43;org.example.testcaseinsensitivestring.game278.player115.TestCaseInsensitiveString21;org.example.testcaseinsensitivestring.game278.player58.TestCaseInsensitiveString28;org.example.testcaseinsensitivestring.game278.player58.TestCaseInsensitiveString40;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString26;org.example.testcaseinsensitivestring.game280.player26.TestCaseInsensitiveString45;org.example.testcaseinsensitivestring.game283.player73.TestCaseInsensitiveString165;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString139;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString143;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString154;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString161;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString163;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString179;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game285.player92.TestCaseInsensitiveString70;org.example.testcaseinsensitivestring.game285.player92.TestCaseInsensitiveString81;org.example.testcaseinsensitivestring.game285.player92.TestCaseInsensitiveString82;org.example.testcaseinsensitivestring.game286.player81.TestCaseInsensitiveString56;org.example.testcaseinsensitivestring.game286.player89.TestCaseInsensitiveString59
CaseInsensitiveString,setup_221,50810,true,0,
CaseInsensitiveString,setup_221,50096,true,0,
CaseInsensitiveString,setup_221,45535,true,43,org.example.testcaseinsensitivestring.game272.player17.TestCaseInsensitiveString48;org.example.testcaseinsensitivestring.game274.player134.TestCaseInsensitiveString62;org.example.testcaseinsensitivestring.game274.player134.TestCaseInsensitiveString67;org.example.testcaseinsensitivestring.game274.player23.TestCaseInsensitiveString105;org.example.testcaseinsensitivestring.game274.player23.TestCaseInsensitiveString108;org.example.testcaseinsensitivestring.game274.player23.TestCaseInsensitiveString78;org.example.testcaseinsensitivestring.game274.player23.TestCaseInsensitiveString96;org.example.testcaseinsensitivestring.game274.player9.TestCaseInsensitiveString70;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString38;org.example.testcaseinsensitivestring.game275.player102.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game275.player16.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString59;org.example.testcaseinsensitivestring.game276.player40.TestCaseInsensitiveString64;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString29;org.example.testcaseinsensitivestring.game276.player55.TestCaseInsensitiveString54;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString52;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString58;org.example.testcaseinsensitivestring.game277.player41.TestCaseInsensitiveString72;org.example.testcaseinsensitivestring.game277.player66.TestCaseInsensitiveString60;org.example.testcaseinsensitivestring.game278.player115.TestCaseInsensitiveString21;org.example.testcaseinsensitivestring.game278.player64.TestCaseInsensitiveString57;org.example.testcaseinsensitivestring.game278.player68.TestCaseInsensitiveString62;org.example.testcaseinsensitivestring.game279.player43.TestCaseInsensitiveString51;org.example.testcaseinsensitivestring.game280.player111.TestCaseInsensitiveString13;org.example.testcaseinsensitivestring.game280.player111.TestCaseInsensitiveString18;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString28;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString30;org.example.testcaseinsensitivestring.game280.player143.TestCaseInsensitiveString33;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString139;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString143;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString153;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString154;org.example.testcaseinsensitivestring.game283.player94.TestCaseInsensitiveString163;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString36;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString37;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString49;org.example.testcaseinsensitivestring.game284.player121.TestCaseInsensitiveString65;org.example.testcaseinsensitivestring.game285.player122.TestCaseInsensitiveString12;org.example.testcaseinsensitivestring.game285.player75.TestCaseInsensitiveString10;org.example.testcaseinsensitivestring.game285.player75.TestCaseInsensitiveString15;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString88;org.example.testcaseinsensitivestring.game285.player84.TestCaseInsensitiveString98;org.example.testcaseinsensitivestring.game286.player97.TestCaseInsensitiveString39
CaseInsensitiveString,setup_221,46723,true,0,
CaseInsensitiveString,setup_221,47961,true,0,
CaseInsensitiveString,setup_221,47132,true,0,
CaseInsensitiveString,setup_221,48636,true,0,
CaseInsensitiveString,setup_221,51059,true,0,
