Classname,game_id,SetupID,MutantID,turn,attempt,submission
ByteVector,508,setup_237,30575,12,1,2
ByteVector,508,setup_237,31542,18,3,2
ByteVector,508,setup_237,31827,20,1,2
ByteVector,510,setup_231,29231,1,1,2
ByteVector,510,setup_231,29337,2,1,1
ByteVector,510,setup_231,29680,4,2,1
ByteVector,510,setup_231,30203,6,2,1
ByteVector,510,setup_231,30672,8,2,1
ByteVector,510,setup_231,31716,15,1,1
ByteVector,510,setup_231,31998,16,3,1
ByteVector,510,setup_231,32203,17,3,1
ByteVector,510,setup_231,32400,18,3,1
ByteVector,510,setup_231,32645,20,1,1
ByteVector,511,setup_218,29861,6,1,1
ByteVector,511,setup_218,29183,1,1,1
ByteVector,511,setup_218,29236,2,1,1
ByteVector,511,setup_218,29493,3,3,1
ByteVector,511,setup_218,29601,4,2,1
ByteVector,511,setup_218,30025,7,2,1
ByteVector,511,setup_218,30181,8,2,1
ByteVector,511,setup_218,30567,10,2,1
ByteVector,511,setup_218,30713,11,1,1
ByteVector,511,setup_218,30976,12,3,1
ByteVector,511,setup_218,31124,13,1,1
ByteVector,511,setup_218,31283,14,1,1
ByteVector,511,setup_218,31598,16,1,1
ByteVector,511,setup_218,31718,17,1,1
ByteVector,511,setup_218,31922,18,2,1
ByteVector,511,setup_218,32224,20,3,1
ByteVector,517,setup_230,29283,1,1,3
ByteVector,517,setup_230,29473,2,2,1
ByteVector,517,setup_230,29672,3,2,1
ByteVector,517,setup_230,29877,4,3,1
ByteVector,517,setup_230,30371,7,1,1
ByteVector,517,setup_230,30717,9,1,1
ByteVector,517,setup_230,31032,11,2,1
ByteVector,517,setup_230,31279,12,2,1
ByteVector,517,setup_230,31440,13,2,1
ByteVector,517,setup_230,31639,14,1,1
ByteVector,517,setup_230,31806,15,2,1
ByteVector,517,setup_230,32210,17,2,1
ByteVector,517,setup_230,32541,19,1,1
ByteVector,517,setup_230,32640,20,1,1
CharRange,520,setup_252,29543,1,1,1
CharRange,520,setup_252,29631,2,1,1
CharRange,520,setup_252,29744,3,2,1
CharRange,520,setup_252,29984,5,1,1
CharRange,520,setup_252,30171,6,3,1
CharRange,520,setup_252,30399,7,2,1
CharRange,520,setup_252,30612,8,1,1
CharRange,520,setup_252,30721,9,1,1
CharRange,520,setup_252,31202,13,2,1
CharRange,520,setup_252,31523,15,3,3
CharRange,520,setup_252,31696,16,1,2
CharRange,520,setup_252,31796,17,2,1
CharRange,520,setup_252,32016,18,2,3
CharRange,520,setup_252,32185,19,2,1
CharRange,538,setup_266,32851,1,1,1
CharRange,538,setup_266,33152,4,1,1
CharRange,538,setup_266,33192,5,2,1
CharRange,538,setup_266,33594,8,3,1
CharRange,538,setup_266,33768,10,1,1
CharRange,538,setup_266,34061,13,1,1
CharRange,539,setup_267,33244,1,1,1
CharRange,539,setup_267,33395,3,1,1
CharRange,539,setup_267,33640,5,2,1
CharRange,539,setup_267,34634,13,3,1
CharRange,540,setup_270,33306,1,1,1
CharRange,543,setup_272,33899,1,1,1
CharRange,543,setup_272,34716,11,3,1
CharRange,543,setup_272,34936,13,2,1
CharRange,544,setup_273,33974,1,1,1
CharRange,544,setup_273,35253,19,1,1
CaseInsensitiveString,563,setup_302,35675,12,2,1
CaseInsensitiveString,563,setup_302,34012,1,1,1
CaseInsensitiveString,563,setup_302,34085,2,1,1
CaseInsensitiveString,563,setup_302,34360,3,2,1
CaseInsensitiveString,563,setup_302,34450,4,1,1
CaseInsensitiveString,563,setup_302,34700,6,1,1
CaseInsensitiveString,563,setup_302,35154,9,1,1
CaseInsensitiveString,563,setup_302,35447,10,3,1
CaseInsensitiveString,563,setup_302,36024,13,2,1
CaseInsensitiveString,563,setup_302,36665,16,2,1
CaseInsensitiveString,563,setup_302,37078,17,3,1
CaseInsensitiveString,563,setup_302,37394,19,1,1
CaseInsensitiveString,563,setup_302,37774,20,2,1
CaseInsensitiveString,568,setup_308,35707,13,1,1
CaseInsensitiveString,568,setup_308,37302,20,3,1
CaseInsensitiveString,568,setup_308,34104,1,1,1
CaseInsensitiveString,568,setup_308,34133,2,1,1
CaseInsensitiveString,568,setup_308,34291,3,1,1
CaseInsensitiveString,568,setup_308,34436,4,1,1
CaseInsensitiveString,568,setup_308,34454,5,1,1
CaseInsensitiveString,568,setup_308,34628,6,2,1
CaseInsensitiveString,568,setup_308,34710,7,1,1
CaseInsensitiveString,568,setup_308,34862,8,1,1
CaseInsensitiveString,568,setup_308,35004,9,2,1
CaseInsensitiveString,568,setup_308,35055,10,1,1
CaseInsensitiveString,568,setup_308,35301,11,1,1
CaseInsensitiveString,568,setup_308,35543,12,1,1
CaseInsensitiveString,568,setup_308,36018,14,3,1
CaseInsensitiveString,568,setup_308,36274,15,1,1
CaseInsensitiveString,568,setup_308,36469,16,1,1
CaseInsensitiveString,568,setup_308,36928,19,2,1
CaseInsensitiveString,569,setup_309,34960,8,2,1
CaseInsensitiveString,569,setup_309,35663,13,1,1
CaseInsensitiveString,569,setup_309,36435,16,2,1
CaseInsensitiveString,569,setup_309,36717,17,2,1
CaseInsensitiveString,569,setup_309,34252,1,1,1
CaseInsensitiveString,569,setup_309,34330,2,1,1
CaseInsensitiveString,569,setup_309,34396,3,1,1
CaseInsensitiveString,569,setup_309,34442,4,1,1
CaseInsensitiveString,569,setup_309,34557,5,1,1
CaseInsensitiveString,569,setup_309,34649,6,1,1
CaseInsensitiveString,569,setup_309,34754,7,3,1
CaseInsensitiveString,569,setup_309,35088,9,3,1
CaseInsensitiveString,569,setup_309,37580,20,1,1
CaseInsensitiveString,569,setup_309,35215,10,2,1
CaseInsensitiveString,569,setup_309,35397,11,2,1
CaseInsensitiveString,569,setup_309,35558,12,1,1
Document,588,setup_338,35636,2,1,1
Document,588,setup_338,35380,1,1,1
Document,588,setup_338,35881,3,1,1
Document,588,setup_338,36112,4,1,1
Document,588,setup_338,36363,5,2,1
Document,588,setup_338,36625,6,2,1
Document,588,setup_338,36878,7,1,1
Document,588,setup_338,37264,8,3,1
Document,588,setup_338,37479,9,1,1
Document,588,setup_338,37742,10,1,1
Document,588,setup_338,37932,11,2,1
Document,588,setup_338,38097,12,1,1
Document,588,setup_338,38291,13,2,1
Document,588,setup_338,38434,14,1,1
Document,588,setup_338,38608,15,3,1
Document,588,setup_338,38761,16,3,1
Document,588,setup_338,38880,17,1,1
Document,588,setup_338,38977,18,2,1
Document,589,setup_339,35583,1,1,1
Document,589,setup_339,35861,2,1,1
Document,589,setup_339,36048,3,1,1
Document,589,setup_339,36305,4,2,1
Document,589,setup_339,36602,5,2,1
Document,589,setup_339,36821,6,1,1
Document,589,setup_339,36985,7,1,1
Document,589,setup_339,37213,8,1,1
Document,589,setup_339,37491,9,2,1
Document,589,setup_339,37855,11,2,1
Document,589,setup_339,38038,12,2,1
Document,589,setup_339,38168,13,1,1
Document,589,setup_339,38350,14,2,1
Document,589,setup_339,38479,15,1,1
Document,589,setup_339,38624,16,1,1
Document,589,setup_339,38727,17,1,1
Document,589,setup_339,38864,18,3,1
Document,589,setup_339,38995,19,3,1
Document,589,setup_339,39063,20,1,1
Document,593,setup_344,35728,1,1,1
Document,593,setup_344,35935,2,1,1
Document,593,setup_344,36163,3,1,1
Document,593,setup_344,36440,5,2,1
Document,593,setup_344,36685,7,2,1
Document,593,setup_344,36933,8,2,1
Document,593,setup_344,37135,9,1,1
Document,593,setup_344,37334,10,1,1
Document,593,setup_344,37696,13,3,1
Document,593,setup_344,37950,16,3,1
Document,593,setup_344,38152,19,1,1
Document,593,setup_344,38308,20,2,1
Document,594,setup_345,35788,1,1,1
Document,594,setup_345,35964,2,1,1
Document,594,setup_345,36250,3,3,1
Document,594,setup_345,36408,5,3,1
Document,594,setup_345,36778,10,1,1
Document,594,setup_345,37123,13,1,1
Document,594,setup_345,37350,15,1,1
Document,594,setup_345,37656,17,3,1
IntHashMap,595,setup_198,40505,7,2,1
IntHashMap,595,setup_198,42317,15,2,1
IntHashMap,595,setup_198,39402,1,1,1
IntHashMap,595,setup_198,43190,18,2,1
IntHashMap,595,setup_198,39563,2,1,1
IntHashMap,595,setup_198,39751,3,1,2
IntHashMap,595,setup_198,40031,4,1,2
IntHashMap,595,setup_198,40118,5,1,1
IntHashMap,595,setup_198,40227,6,1,1
IntHashMap,595,setup_198,40812,8,3,2
IntHashMap,595,setup_198,41050,9,1,2
IntHashMap,595,setup_198,41261,10,1,1
IntHashMap,595,setup_198,41476,11,1,1
IntHashMap,595,setup_198,41615,12,1,1
IntHashMap,595,setup_198,41846,13,1,1
IntHashMap,595,setup_198,42903,17,3,1
IntHashMap,595,setup_198,43654,20,2,1
SparseIntArray,596,setup_146,39223,1,1,4
SparseIntArray,596,setup_146,39824,2,3,5
SparseIntArray,596,setup_146,39975,3,1,1
SparseIntArray,596,setup_146,40855,6,2,3
SparseIntArray,596,setup_146,41075,7,1,3
SparseIntArray,596,setup_146,41521,8,3,3
SparseIntArray,596,setup_146,42089,10,1,3
SparseIntArray,596,setup_146,42542,12,1,1
SparseIntArray,596,setup_146,43110,14,1,5
SparseIntArray,596,setup_146,43401,15,2,1
SparseIntArray,596,setup_146,43562,16,1,1
SparseIntArray,596,setup_146,43882,17,3,1
SparseIntArray,596,setup_146,44554,18,3,5
SparseIntArray,596,setup_146,44677,19,1,2
SparseIntArray,596,setup_146,45320,20,3,4
SparseIntArray,597,setup_144,39895,2,2,2
SparseIntArray,597,setup_144,40111,3,1,2
SparseIntArray,597,setup_144,40455,4,2,3
SparseIntArray,597,setup_144,40695,5,1,4
SparseIntArray,597,setup_144,40881,6,1,2
SparseIntArray,597,setup_144,41463,7,3,4
SparseIntArray,597,setup_144,41725,8,2,1
SparseIntArray,597,setup_144,42125,9,2,5
SparseIntArray,597,setup_144,42286,10,1,2
SparseIntArray,597,setup_144,42535,11,1,5
SparseIntArray,597,setup_144,42760,12,1,1
SparseIntArray,597,setup_144,43575,14,2,5
SparseIntArray,597,setup_144,43817,15,1,5
SparseIntArray,597,setup_144,44299,16,3,1
SparseIntArray,597,setup_144,44453,17,1,1
SparseIntArray,597,setup_144,45625,20,1,5
IntHashMap,598,setup_183,39427,1,2,2
IntHashMap,598,setup_183,39531,2,1,1
IntHashMap,598,setup_183,39775,3,1,3
IntHashMap,598,setup_183,39906,4,1,1
IntHashMap,598,setup_183,40160,5,3,1
IntHashMap,598,setup_183,40264,6,1,1
IntHashMap,598,setup_183,40656,8,3,1
IntHashMap,598,setup_183,40847,9,3,1
IntHashMap,598,setup_183,41303,12,1,1
IntHashMap,598,setup_183,41443,13,1,1
IntHashMap,598,setup_183,41716,14,3,1
IntHashMap,598,setup_183,41837,15,1,2
IntHashMap,598,setup_183,42165,16,3,2
IntHashMap,598,setup_183,42261,17,1,2
IntHashMap,598,setup_183,42442,18,2,1
IntHashMap,598,setup_183,42807,20,1,2
IntHashMap,599,setup_199,40632,6,2,1
IntHashMap,599,setup_199,40939,7,1,1
IntHashMap,599,setup_199,39193,1,1,1
IntHashMap,599,setup_199,39535,2,1,1
IntHashMap,599,setup_199,39845,3,1,1
IntHashMap,599,setup_199,40123,4,1,1
IntHashMap,599,setup_199,44019,18,3,1
IntHashMap,599,setup_199,40389,5,2,1
IntHashMap,599,setup_199,44560,19,3,1
IntHashMap,599,setup_199,41354,8,1,1
IntHashMap,599,setup_199,41628,9,2,1
IntHashMap,599,setup_199,41905,10,1,1
IntHashMap,599,setup_199,41967,11,1,1
IntHashMap,599,setup_199,42244,12,2,1
IntHashMap,599,setup_199,42606,13,2,1
IntHashMap,599,setup_199,43083,15,2,1
IntHashMap,599,setup_199,43478,16,2,3
IntHashMap,600,setup_192,42825,18,1,1
IntHashMap,600,setup_192,43018,19,1,1
IntHashMap,600,setup_192,39240,1,1,1
IntHashMap,600,setup_192,39374,2,1,1
IntHashMap,600,setup_192,43206,20,1,1
IntHashMap,600,setup_192,39555,3,1,1
IntHashMap,600,setup_192,39719,4,1,1
IntHashMap,600,setup_192,39885,5,1,1
IntHashMap,600,setup_192,40065,6,1,1
IntHashMap,600,setup_192,40235,7,1,1
IntHashMap,600,setup_192,40469,8,2,1
IntHashMap,600,setup_192,40648,9,1,1
IntHashMap,600,setup_192,41091,10,3,3
IntHashMap,600,setup_192,41316,11,1,2
IntHashMap,600,setup_192,41483,12,1,1
IntHashMap,600,setup_192,41733,13,2,1
IntHashMap,600,setup_192,42057,14,2,1
IntHashMap,600,setup_192,42307,15,2,1
IntHashMap,600,setup_192,42494,16,1,1
IntHashMap,600,setup_192,42706,17,1,1
ByteVector,601,setup_222,39225,1,1,1
ByteVector,601,setup_222,39434,2,1,1
ByteVector,601,setup_222,39650,3,1,1
ByteVector,601,setup_222,39784,4,1,1
ByteVector,601,setup_222,40004,5,1,2
ByteVector,601,setup_222,40173,6,1,3
ByteVector,601,setup_222,40411,7,2,2
IntHashMap,602,setup_188,41198,15,2,1
IntHashMap,602,setup_188,39198,1,1,1
IntHashMap,602,setup_188,39267,2,1,1
IntHashMap,602,setup_188,39382,3,1,1
IntHashMap,602,setup_188,39496,4,1,1
IntHashMap,602,setup_188,39741,5,1,1
IntHashMap,602,setup_188,39981,6,3,1
IntHashMap,602,setup_188,40373,9,2,1
IntHashMap,602,setup_188,40502,10,1,1
IntHashMap,602,setup_188,40678,11,1,1
IntHashMap,602,setup_188,41047,14,3,1
SparseIntArray,603,setup_147,39618,1,3,4
SparseIntArray,603,setup_147,39833,2,2,1
SparseIntArray,603,setup_147,39956,3,1,2
SparseIntArray,603,setup_147,40050,4,1,1
SparseIntArray,603,setup_147,40121,5,1,1
SparseIntArray,603,setup_147,40299,6,1,3
SparseIntArray,603,setup_147,41109,9,1,3
SparseIntArray,603,setup_147,41254,10,1,2
SparseIntArray,603,setup_147,41584,11,3,3
SparseIntArray,603,setup_147,41886,12,3,2
SparseIntArray,603,setup_147,42151,13,2,2
SparseIntArray,603,setup_147,42283,14,1,3
SparseIntArray,603,setup_147,42360,15,1,2
SparseIntArray,603,setup_147,43533,18,3,4
SparseIntArray,603,setup_147,44227,20,2,4
IntHashMap,604,setup_186,40894,11,1,1
IntHashMap,604,setup_186,39254,1,1,1
IntHashMap,604,setup_186,39415,2,1,1
IntHashMap,604,setup_186,39680,3,2,1
IntHashMap,604,setup_186,39835,4,1,1
IntHashMap,604,setup_186,40010,5,1,1
IntHashMap,604,setup_186,40182,6,1,1
IntHashMap,604,setup_186,40554,9,1,1
IntHashMap,604,setup_186,40705,10,1,1
IntHashMap,604,setup_186,41856,18,2,1
IntHashMap,605,setup_189,39203,1,1,1
IntHashMap,605,setup_189,39305,2,1,1
IntHashMap,605,setup_189,39471,3,1,1
IntHashMap,605,setup_189,39693,4,2,1
IntHashMap,605,setup_189,39799,5,1,1
IntHashMap,605,setup_189,41168,17,3,1
IntHashMap,605,setup_189,41436,19,1,1
IntHashMap,605,setup_189,41349,18,1,1
IntHashMap,605,setup_189,41591,20,1,1
Complex,606,setup_9,39190,1,1,1
Complex,606,setup_9,39467,3,3,1
Complex,606,setup_9,39881,5,2,1
Complex,606,setup_9,40208,7,1,1
Complex,606,setup_9,40384,9,1,1
Complex,606,setup_9,41310,17,2,2
Complex,607,setup_7,39342,1,1,1
Complex,607,setup_7,39665,2,1,1
Complex,607,setup_7,39797,3,3,1
Complex,607,setup_7,40869,13,1,1
IntHashMap,608,setup_193,39358,1,1,1
IntHashMap,608,setup_193,39648,2,1,3
IntHashMap,608,setup_193,44810,19,2,1
IntHashMap,608,setup_193,40142,4,1,1
IntHashMap,608,setup_193,40534,5,3,1
IntHashMap,608,setup_193,40781,6,1,1
IntHashMap,608,setup_193,41150,7,3,1
IntHashMap,608,setup_193,41660,9,2,1
IntHashMap,608,setup_193,42023,10,2,1
IntHashMap,608,setup_193,42324,11,2,1
IntHashMap,608,setup_193,42641,12,1,1
IntHashMap,608,setup_193,42839,13,1,1
IntHashMap,608,setup_193,43090,14,1,1
IntHashMap,608,setup_193,43427,15,2,1
IntHashMap,608,setup_193,43729,16,1,1
IntHashMap,608,setup_193,44076,17,1,1
IntHashMap,608,setup_193,44437,18,2,1
IntHashMap,608,setup_193,45157,20,3,1
SparseIntArray,609,setup_157,39386,1,1,1
SparseIntArray,609,setup_157,39725,2,1,1
SparseIntArray,609,setup_157,39826,3,1,1
SparseIntArray,609,setup_157,40016,4,1,2
SparseIntArray,609,setup_157,40274,5,1,1
SparseIntArray,609,setup_157,40370,6,1,1
SparseIntArray,609,setup_157,40751,7,2,1
SparseIntArray,609,setup_157,40850,8,1,2
SparseIntArray,609,setup_157,41197,9,3,2
SparseIntArray,609,setup_157,41765,10,3,1
SparseIntArray,609,setup_157,42006,11,1,1
SparseIntArray,609,setup_157,42153,12,1,1
SparseIntArray,609,setup_157,42377,13,1,1
SparseIntArray,609,setup_157,42667,14,1,1
SparseIntArray,609,setup_157,43063,15,3,1
SparseIntArray,609,setup_157,43323,17,2,1
SparseIntArray,609,setup_157,43681,18,2,1
SparseIntArray,609,setup_157,44157,19,3,2
SparseIntArray,609,setup_157,44524,20,3,1
Complex,610,setup_8,39186,1,1,1
Complex,610,setup_8,39806,6,3,1
Complex,610,setup_8,39919,7,1,1
Complex,610,setup_8,40682,14,1,1
IntHashMap,611,setup_187,42468,13,1,1
IntHashMap,611,setup_187,43044,18,1,1
IntHashMap,611,setup_187,39310,1,1,1
IntHashMap,611,setup_187,39697,2,1,1
IntHashMap,611,setup_187,39932,3,1,1
IntHashMap,611,setup_187,40240,4,1,1
IntHashMap,611,setup_187,40510,5,1,1
IntHashMap,611,setup_187,40717,6,1,1
IntHashMap,611,setup_187,41029,7,3,1
IntHashMap,611,setup_187,41220,8,1,1
IntHashMap,611,setup_187,41525,9,1,1
IntHashMap,611,setup_187,41795,10,1,1
IntHashMap,611,setup_187,41989,11,1,1
IntHashMap,611,setup_187,42265,12,1,1
IntHashMap,611,setup_187,42823,17,1,1
IntHashMap,611,setup_187,43348,19,2,1
IntHashMap,611,setup_187,43698,20,2,1
IntHashMap,613,setup_181,40315,3,3,1
IntHashMap,613,setup_181,40569,4,1,2
IntHashMap,613,setup_181,40919,5,1,1
IntHashMap,613,setup_181,41237,6,2,1
IntHashMap,613,setup_181,41541,7,1,1
IntHashMap,613,setup_181,41939,8,3,1
IntHashMap,613,setup_181,42169,9,1,1
IntHashMap,613,setup_181,42398,10,1,1
IntHashMap,613,setup_181,42896,12,2,1
IntHashMap,613,setup_181,43275,14,1,1
IntHashMap,613,setup_181,43497,15,1,1
IntHashMap,613,setup_181,44035,17,1,1
IntHashMap,613,setup_181,44315,18,1,1
IntHashMap,613,setup_181,44660,19,2,1
ByteVector,614,setup_219,39188,1,1,1
ByteVector,614,setup_219,39210,2,1,1
ByteVector,614,setup_219,39287,3,1,1
ByteVector,614,setup_219,39783,6,2,1
ByteVector,614,setup_219,39911,7,1,1
ByteVector,614,setup_219,40053,8,2,1
ByteVector,614,setup_219,40841,13,3,1
ByteVector,614,setup_219,41017,14,2,1
ByteVector,614,setup_219,41174,15,1,3
ByteVector,614,setup_219,41439,16,2,1
ByteVector,614,setup_219,41678,17,3,1
ByteVector,614,setup_219,41832,18,1,1
ByteVector,614,setup_219,41986,19,2,1
ByteVector,614,setup_219,42186,20,2,1
IntHashMap,616,setup_182,39456,1,3,1
IntHashMap,616,setup_182,39641,2,1,1
IntHashMap,616,setup_182,39755,3,1,1
IntHashMap,616,setup_182,40084,4,3,1
IntHashMap,616,setup_182,40203,5,1,1
IntHashMap,616,setup_182,40493,7,1,1
IntHashMap,616,setup_182,40684,8,1,1
IntHashMap,616,setup_182,41022,10,2,1
IntHashMap,616,setup_182,41497,13,2,1
IntHashMap,616,setup_182,41649,14,2,1
IntHashMap,616,setup_182,42209,17,2,1
IntHashMap,616,setup_182,42509,18,3,1
IntHashMap,616,setup_182,42698,19,1,1
IntHashMap,617,setup_180,40913,5,2,1
IntHashMap,617,setup_180,41113,6,1,1
IntHashMap,617,setup_180,41291,7,1,1
IntHashMap,617,setup_180,41424,8,1,1
IntHashMap,617,setup_180,41608,9,1,2
IntHashMap,617,setup_180,41788,10,1,1
IntHashMap,617,setup_180,41974,11,2,1
IntHashMap,617,setup_180,42292,12,3,1
IntHashMap,617,setup_180,42563,13,3,1
IntHashMap,617,setup_180,42776,14,1,1
IntHashMap,617,setup_180,43148,16,2,1
IntHashMap,617,setup_180,43294,17,1,1
IntHashMap,617,setup_180,43779,20,1,1
ByteVector,618,setup_223,39271,1,1,1
ByteVector,618,setup_223,39579,2,1,1
ByteVector,618,setup_223,39864,3,1,1
ByteVector,618,setup_223,40021,4,1,2
ByteVector,618,setup_223,40346,5,2,3
ByteVector,618,setup_223,40528,6,2,2
SparseIntArray,619,setup_145,40368,3,2,4
SparseIntArray,619,setup_145,40745,4,3,3
SparseIntArray,619,setup_145,41000,5,1,2
SparseIntArray,619,setup_145,41405,6,2,4
SparseIntArray,619,setup_145,41885,7,2,3
SparseIntArray,619,setup_145,42345,9,2,1
SparseIntArray,619,setup_145,43519,13,2,2
SparseIntArray,619,setup_145,43671,14,1,2
SparseIntArray,619,setup_145,45330,18,3,1
SparseIntArray,619,setup_145,45860,19,2,2
SparseIntArray,619,setup_145,46305,20,2,1
ByteVector,620,setup_224,40350,1,1,1
ByteVector,620,setup_224,40479,2,1,1
ByteVector,620,setup_224,40626,3,1,2
ByteVector,620,setup_224,40779,4,1,3
ByteVector,620,setup_224,42816,9,1,5
ByteVector,620,setup_224,42999,10,1,2
ByteVector,620,setup_224,43649,13,2,4
ByteVector,620,setup_224,43751,14,1,1
ByteVector,620,setup_224,43871,15,1,1
ByteVector,620,setup_224,44071,16,1,2
ByteVector,621,setup_229,44744,16,3,1
ByteVector,621,setup_229,40592,1,1,1
ByteVector,621,setup_229,40702,2,1,1
ByteVector,621,setup_229,40970,3,1,1
ByteVector,621,setup_229,41080,4,1,1
ByteVector,621,setup_229,41330,5,1,1
ByteVector,621,setup_229,41563,6,1,1
ByteVector,621,setup_229,41921,7,1,1
ByteVector,621,setup_229,42096,8,1,1
ByteVector,621,setup_229,42452,9,3,1
ByteVector,621,setup_229,42879,10,3,1
ByteVector,621,setup_229,43158,11,1,1
ByteVector,621,setup_229,43369,12,3,1
ByteVector,621,setup_229,43897,14,2,1
ByteVector,621,setup_229,44251,15,2,1
ByteVector,621,setup_229,45007,17,1,1
ByteVector,621,setup_229,45291,18,1,1
ByteVector,621,setup_229,45552,19,2,1
ByteVector,621,setup_229,46031,20,2,1
ByteVector,622,setup_235,41395,1,1,1
ByteVector,622,setup_235,41621,2,1,1
ByteVector,623,setup_236,41644,1,1,1
ByteVector,623,setup_236,45149,15,1,1
ByteVector,623,setup_236,45349,16,1,1
ByteVector,623,setup_236,41826,2,1,1
ByteVector,623,setup_236,42049,3,1,3
ByteVector,623,setup_236,42230,4,1,1
ByteVector,623,setup_236,46094,18,2,1
ByteVector,623,setup_236,42489,5,2,1
ByteVector,623,setup_236,42664,6,1,1
ByteVector,623,setup_236,42860,7,2,1
ByteVector,623,setup_236,42995,8,1,2
ByteVector,623,setup_236,43624,10,3,3
ByteVector,623,setup_236,43946,11,3,1
ByteVector,623,setup_236,45067,14,1,3
ByteVector,623,setup_236,45685,17,2,3
ByteVector,623,setup_236,46499,19,3,1
ByteVector,623,setup_236,46635,20,1,1
CharRange,630,setup_264,42744,1,1,1
CharRange,630,setup_264,43039,4,2,1
CharRange,630,setup_264,43259,5,2,1
CharRange,630,setup_264,43407,6,3,1
CharRange,630,setup_264,43896,10,1,1
CharRange,630,setup_264,44063,11,1,1
CharRange,630,setup_264,44622,16,2,1
CharRange,631,setup_265,43024,1,1,1
CharRange,631,setup_265,43380,3,3,1
CharRange,631,setup_265,43797,5,3,1
CharRange,631,setup_265,44423,9,2,1
CharRange,632,setup_271,42940,1,1,1
CharRange,632,setup_271,43515,7,3,1
CaseInsensitiveString,633,setup_288,44851,9,1,1
CaseInsensitiveString,633,setup_288,43329,1,1,1
CaseInsensitiveString,633,setup_288,43546,2,1,1
CaseInsensitiveString,633,setup_288,43755,3,1,1
CaseInsensitiveString,633,setup_288,43884,4,1,1
CaseInsensitiveString,633,setup_288,44127,5,1,1
CaseInsensitiveString,633,setup_288,44210,6,1,1
CaseInsensitiveString,633,setup_288,44399,7,2,3
CaseInsensitiveString,633,setup_288,44628,8,3,1
CaseInsensitiveString,633,setup_288,44993,10,2,1
CaseInsensitiveString,633,setup_288,45186,11,2,1
CaseInsensitiveString,633,setup_288,45455,12,1,1
CaseInsensitiveString,633,setup_288,45697,13,2,1
CaseInsensitiveString,633,setup_288,45907,14,1,1
CaseInsensitiveString,633,setup_288,46142,15,2,1
CaseInsensitiveString,633,setup_288,46374,16,2,1
CaseInsensitiveString,633,setup_288,46661,17,1,1
CaseInsensitiveString,633,setup_288,46935,18,1,1
CaseInsensitiveString,633,setup_288,47290,19,2,1
CaseInsensitiveString,633,setup_288,47597,20,3,1
CaseInsensitiveString,634,setup_289,44682,5,1,1
CaseInsensitiveString,634,setup_289,44847,6,1,1
CaseInsensitiveString,634,setup_289,43837,1,1,1
CaseInsensitiveString,634,setup_289,44953,7,2,1
CaseInsensitiveString,634,setup_289,43951,2,1,1
CaseInsensitiveString,634,setup_289,44190,3,1,1
CaseInsensitiveString,634,setup_289,44458,4,1,2
CaseInsensitiveString,634,setup_289,45058,8,1,1
CaseInsensitiveString,634,setup_289,45273,9,1,1
CaseInsensitiveString,634,setup_289,45504,10,1,1
CaseInsensitiveString,634,setup_289,45814,11,2,1
CaseInsensitiveString,634,setup_289,46114,12,2,1
CaseInsensitiveString,634,setup_289,46382,13,1,1
CaseInsensitiveString,634,setup_289,46711,14,2,1
CaseInsensitiveString,634,setup_289,47030,15,1,1
CaseInsensitiveString,634,setup_289,47314,16,2,1
CaseInsensitiveString,634,setup_289,47522,17,1,1
CaseInsensitiveString,634,setup_289,47735,18,1,1
CaseInsensitiveString,634,setup_289,48061,19,1,1
CaseInsensitiveString,634,setup_289,48471,20,2,1
CaseInsensitiveString,635,setup_290,44720,7,1,1
CaseInsensitiveString,635,setup_290,44988,10,1,1
CaseInsensitiveString,635,setup_290,44870,8,1,1
CaseInsensitiveString,635,setup_290,44945,9,1,1
CaseInsensitiveString,635,setup_290,43771,1,1,1
CaseInsensitiveString,635,setup_290,43822,2,1,1
CaseInsensitiveString,635,setup_290,44113,3,2,1
CaseInsensitiveString,635,setup_290,44267,4,1,1
CaseInsensitiveString,635,setup_290,44402,5,1,1
CaseInsensitiveString,635,setup_290,44582,6,1,1
CaseInsensitiveString,635,setup_290,45111,11,2,1
CaseInsensitiveString,635,setup_290,45389,12,1,1
CaseInsensitiveString,635,setup_290,45574,13,1,1
CaseInsensitiveString,635,setup_290,45774,14,2,1
CaseInsensitiveString,635,setup_290,46064,15,1,2
CaseInsensitiveString,635,setup_290,46354,16,2,1
CaseInsensitiveString,635,setup_290,46505,17,1,1
CaseInsensitiveString,635,setup_290,46718,18,1,1
CaseInsensitiveString,635,setup_290,46997,19,1,1
CaseInsensitiveString,637,setup_294,44892,3,1,1
CaseInsensitiveString,637,setup_294,44413,1,1,2
CaseInsensitiveString,637,setup_294,44707,2,2,2
CaseInsensitiveString,637,setup_294,46853,7,3,4
CaseInsensitiveString,637,setup_294,47123,8,1,3
CaseInsensitiveString,637,setup_294,47713,11,2,1
CaseInsensitiveString,639,setup_296,44781,2,1,4
CaseInsensitiveString,639,setup_296,44929,3,2,1
CaseInsensitiveString,639,setup_296,44576,1,1,1
CaseInsensitiveString,639,setup_296,45608,5,2,3
CaseInsensitiveString,639,setup_296,45839,6,1,1
CaseInsensitiveString,639,setup_296,46510,9,2,2
CaseInsensitiveString,639,setup_296,46906,10,1,5
CaseInsensitiveString,639,setup_296,47212,11,2,1
