game_id,class_alias,attacker,defender,turn,mutant_id,forfeit,killed_immediately,killed_later,surviving,Classname,SetupID,MutantID,attempt,submission,equivalent
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,3,1985.0,False,False,True,False,XmlElement,setup_115,23872.0,1.0,4.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,4,2018.0,False,False,True,False,XmlElement,setup_115,24110.0,1.0,4.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,5,2049.0,False,False,True,False,XmlElement,setup_115,24374.0,1.0,3.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,6,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,7,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,8,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,9,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,10,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,11,2205.0,False,False,True,False,XmlElement,setup_115,25626.0,2.0,2.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,12,2238.0,False,False,True,False,XmlElement,setup_115,25921.0,1.0,3.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,13,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,14,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,15,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,16,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,17,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,18,2369.0,False,False,True,False,XmlElement,setup_115,27175.0,3.0,1.0,False
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,19,,True,,,,,,,,,
476,XmlElement,claude-sonnet-4-0,claude-sonnet-4-0,20,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,1,1960.0,False,True,False,True,XmlElement,setup_116,23821.0,1.0,3.0,False
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,2,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,3,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,4,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,5,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,6,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,7,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,8,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,9,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,10,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,11,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,12,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,13,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,14,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,15,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,16,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,17,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,18,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,19,,True,,,,,,,,,
478,XmlElement,claude-sonnet-4-0,gpt-4.1-mini,20,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,1,1999.0,False,False,True,False,XmlElement,setup_117,23956.0,1.0,1.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,2,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,3,2059.0,False,False,True,False,XmlElement,setup_117,24477.0,1.0,1.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,4,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,5,2110.0,False,False,True,False,XmlElement,setup_117,24822.0,1.0,1.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,6,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,7,2180.0,False,False,True,False,XmlElement,setup_117,25434.0,3.0,4.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,8,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,9,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,10,2269.0,False,False,True,False,XmlElement,setup_117,26232.0,2.0,2.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,11,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,12,2314.0,False,False,True,False,XmlElement,setup_117,26650.0,1.0,1.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,13,2349.0,False,False,True,False,XmlElement,setup_117,27066.0,2.0,3.0,False
479,XmlElement,claude-sonnet-4-0,gpt-4.1,14,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,15,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,16,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,17,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,18,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,19,,True,,,,,,,,,
479,XmlElement,claude-sonnet-4-0,gpt-4.1,20,,True,,,,,,,,,
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,1,2219.0,False,True,False,True,XmlElement,setup_120,25556.0,1.0,1.0,True
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,2,2232.0,False,False,True,False,XmlElement,setup_120,25812.0,1.0,1.0,True
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,3,2265.0,False,False,True,False,XmlElement,setup_120,26155.0,2.0,2.0,True
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,4,2290.0,False,False,True,False,XmlElement,setup_120,26318.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,5,,True,,,,,,,,,
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,6,2325.0,False,True,False,True,XmlElement,setup_120,26729.0,1.0,2.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,7,2356.0,False,True,False,True,XmlElement,setup_120,26963.0,2.0,2.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,8,2384.0,False,False,True,False,XmlElement,setup_120,27270.0,2.0,2.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,9,,True,,,,,,,,,
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,10,2431.0,False,False,True,False,XmlElement,setup_120,27631.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,11,2456.0,False,False,True,False,XmlElement,setup_120,27816.0,2.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,12,2475.0,False,False,True,False,XmlElement,setup_120,28030.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,13,,True,,,,,,,,,
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,14,2508.0,False,False,True,False,XmlElement,setup_120,28328.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,15,2544.0,False,True,False,True,XmlElement,setup_120,28499.0,3.0,1.0,True
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,16,,True,,,,,,,,,
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,17,2563.0,False,False,True,False,XmlElement,setup_120,28707.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,18,2584.0,False,True,False,True,XmlElement,setup_120,28769.0,1.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,19,2591.0,False,False,True,False,XmlElement,setup_120,28887.0,2.0,1.0,False
485,XmlElement,gpt-4.1-mini,claude-3-5-haiku-latest,20,2603.0,False,False,True,False,XmlElement,setup_120,28989.0,2.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,1,2235.0,False,False,True,False,XmlElement,setup_121,25828.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,2,2252.0,False,False,True,False,XmlElement,setup_121,26008.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,3,2272.0,False,False,True,False,XmlElement,setup_121,26186.0,1.0,1.0,True
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,4,2294.0,False,False,True,False,XmlElement,setup_121,26376.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,5,2311.0,False,True,False,True,XmlElement,setup_121,26542.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,6,2326.0,False,False,True,False,XmlElement,setup_121,26747.0,1.0,1.0,True
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,7,2348.0,False,False,True,False,XmlElement,setup_121,27058.0,1.0,2.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,8,2386.0,False,False,True,False,XmlElement,setup_121,27262.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,9,2411.0,False,True,False,True,XmlElement,setup_121,27324.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,10,2420.0,False,False,True,False,XmlElement,setup_121,27503.0,1.0,1.0,True
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,11,2458.0,False,False,True,False,XmlElement,setup_121,27913.0,3.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,12,2487.0,False,False,True,False,XmlElement,setup_121,28127.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,13,2505.0,False,False,True,False,XmlElement,setup_121,28362.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,14,2527.0,False,False,True,False,XmlElement,setup_121,28530.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,15,2561.0,False,False,True,False,XmlElement,setup_121,28691.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,16,2583.0,False,False,True,False,XmlElement,setup_121,28841.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,17,,True,,,,,,,,,
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,18,2606.0,False,False,True,False,XmlElement,setup_121,29036.0,2.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,19,2609.0,False,True,False,True,XmlElement,setup_121,29063.0,1.0,1.0,False
486,XmlElement,gpt-4.1-mini,claude-sonnet-4-0,20,2611.0,False,False,True,False,XmlElement,setup_121,29122.0,2.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,1,2287.0,False,True,False,True,XmlElement,setup_122,26305.0,1.0,1.0,True
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,2,2300.0,False,True,False,True,XmlElement,setup_122,26370.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,3,2309.0,False,False,True,False,XmlElement,setup_122,26500.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,4,2331.0,False,True,False,True,XmlElement,setup_122,26707.0,3.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,5,2339.0,False,False,False,True,XmlElement,setup_122,26939.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,6,2366.0,False,True,False,True,XmlElement,setup_122,27023.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,7,2380.0,False,True,False,True,XmlElement,setup_122,27249.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,8,2417.0,False,True,False,True,XmlElement,setup_122,27437.0,2.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,9,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,10,2445.0,False,True,False,True,XmlElement,setup_122,27647.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,11,2455.0,False,True,False,True,XmlElement,setup_122,27724.0,1.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,12,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,13,2488.0,False,False,True,False,XmlElement,setup_122,28021.0,2.0,1.0,True
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,14,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,15,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,16,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,17,2547.0,False,True,False,True,XmlElement,setup_122,28494.0,3.0,1.0,False
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,18,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,19,,True,,,,,,,,,
488,XmlElement,gpt-4.1-mini,gpt-4.1-mini,20,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,1,2299.0,False,False,False,True,XmlElement,setup_123,26448.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,2,2320.0,False,True,False,True,XmlElement,setup_123,26599.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,3,2330.0,False,True,False,True,XmlElement,setup_123,26856.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,4,2377.0,False,True,False,True,XmlElement,setup_123,27078.0,3.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,5,2388.0,False,True,False,True,XmlElement,setup_123,27129.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,6,2410.0,False,False,True,False,XmlElement,setup_123,27331.0,3.0,1.0,True
489,XmlElement,gpt-4.1-mini,gpt-4.1,7,2421.0,False,False,False,True,XmlElement,setup_123,27517.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,8,2442.0,False,False,False,True,XmlElement,setup_123,27667.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,9,2453.0,False,True,False,True,XmlElement,setup_123,27759.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,10,2473.0,False,False,True,False,XmlElement,setup_123,27946.0,2.0,1.0,True
489,XmlElement,gpt-4.1-mini,gpt-4.1,11,2489.0,False,False,True,False,XmlElement,setup_123,28085.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,12,2504.0,False,True,False,True,XmlElement,setup_123,28194.0,1.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,13,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,14,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,15,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,16,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,17,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,18,,True,,,,,,,,,
489,XmlElement,gpt-4.1-mini,gpt-4.1,19,2605.0,False,False,True,False,XmlElement,setup_123,29003.0,2.0,1.0,False
489,XmlElement,gpt-4.1-mini,gpt-4.1,20,2610.0,False,False,True,False,XmlElement,setup_123,29097.0,3.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,1,2317.0,False,False,False,True,XmlElement,setup_126,26616.0,1.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,2,2332.0,False,False,False,True,XmlElement,setup_126,26791.0,1.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,3,2360.0,False,True,False,True,XmlElement,setup_126,26982.0,2.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,4,2372.0,False,False,True,False,XmlElement,setup_126,27158.0,1.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,5,2408.0,False,False,False,True,XmlElement,setup_126,27375.0,3.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,6,2425.0,False,True,False,True,XmlElement,setup_126,27457.0,1.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,7,2435.0,False,False,False,True,XmlElement,setup_126,27552.0,2.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,8,2443.0,False,False,False,True,XmlElement,setup_126,27727.0,1.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,9,2463.0,False,False,True,False,XmlElement,setup_126,27811.0,2.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,10,2471.0,False,True,False,True,XmlElement,setup_126,27857.0,1.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,11,2483.0,False,False,True,False,XmlElement,setup_126,28047.0,2.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,12,2501.0,False,False,True,False,XmlElement,setup_126,28234.0,2.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,13,2519.0,False,False,True,False,XmlElement,setup_126,28385.0,2.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,14,2534.0,False,False,True,False,XmlElement,setup_126,28435.0,2.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,15,,True,,,,,,,,,
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,16,2558.0,False,True,False,True,XmlElement,setup_126,28597.0,2.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,17,,True,,,,,,,,,
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,18,2582.0,False,True,False,True,XmlElement,setup_126,28810.0,3.0,1.0,False
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,19,2593.0,False,False,True,False,XmlElement,setup_126,28882.0,2.0,1.0,True
490,XmlElement,gpt-4.1,claude-3-5-haiku-latest,20,2597.0,False,True,False,True,XmlElement,setup_126,28913.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,1,2334.0,False,False,True,False,XmlElement,setup_127,26862.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,2,2355.0,False,True,False,True,XmlElement,setup_127,26920.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,3,2364.0,False,True,False,True,XmlElement,setup_127,27003.0,2.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,4,2376.0,False,False,True,False,XmlElement,setup_127,27190.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,5,2400.0,False,False,False,True,XmlElement,setup_127,27396.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,6,2428.0,False,True,False,True,XmlElement,setup_127,27460.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,7,2437.0,False,True,False,True,XmlElement,setup_127,27530.0,2.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,8,2444.0,False,False,True,False,XmlElement,setup_127,27767.0,2.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,9,,True,,,,,,,,,
491,XmlElement,gpt-4.1,claude-sonnet-4-0,10,2484.0,False,False,True,False,XmlElement,setup_127,28069.0,2.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,11,2500.0,False,False,True,False,XmlElement,setup_127,28260.0,1.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,12,2522.0,False,False,True,False,XmlElement,setup_127,28468.0,3.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,13,2552.0,False,False,True,False,XmlElement,setup_127,28641.0,2.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,14,2572.0,False,True,False,True,XmlElement,setup_127,28686.0,2.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,15,2578.0,False,False,True,False,XmlElement,setup_127,28825.0,1.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,16,2595.0,False,False,True,False,XmlElement,setup_127,28943.0,3.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,17,2604.0,False,False,True,False,XmlElement,setup_127,29019.0,1.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,18,2607.0,False,False,True,False,XmlElement,setup_127,29105.0,1.0,1.0,True
491,XmlElement,gpt-4.1,claude-sonnet-4-0,19,2612.0,False,True,False,True,XmlElement,setup_127,29127.0,2.0,1.0,False
491,XmlElement,gpt-4.1,claude-sonnet-4-0,20,2613.0,False,False,True,False,XmlElement,setup_127,29156.0,1.0,1.0,True
493,XmlElement,gpt-4.1,gpt-4.1-mini,1,2354.0,False,False,False,True,XmlElement,setup_128,26888.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,2,2362.0,False,True,False,True,XmlElement,setup_128,26965.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,3,2370.0,False,False,True,False,XmlElement,setup_128,27038.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,4,2390.0,False,True,False,True,XmlElement,setup_128,27199.0,3.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,5,2401.0,False,True,False,True,XmlElement,setup_128,27266.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,6,2413.0,False,True,False,True,XmlElement,setup_128,27327.0,2.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,7,2419.0,False,False,False,True,XmlElement,setup_128,27412.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,8,2429.0,False,False,True,False,XmlElement,setup_128,27582.0,2.0,1.0,True
493,XmlElement,gpt-4.1,gpt-4.1-mini,9,2446.0,False,True,False,True,XmlElement,setup_128,27651.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,10,2454.0,False,True,False,True,XmlElement,setup_128,27720.0,2.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,11,2459.0,False,False,True,False,XmlElement,setup_128,27871.0,1.0,1.0,True
493,XmlElement,gpt-4.1,gpt-4.1-mini,12,2490.0,False,True,False,True,XmlElement,setup_128,28027.0,3.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,13,2493.0,False,False,True,False,XmlElement,setup_128,28063.0,1.0,1.0,True
493,XmlElement,gpt-4.1,gpt-4.1-mini,14,2499.0,False,True,False,True,XmlElement,setup_128,28143.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,15,2511.0,False,False,True,False,XmlElement,setup_128,28228.0,3.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,16,2517.0,False,True,False,True,XmlElement,setup_128,28324.0,2.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,17,2523.0,False,True,False,True,XmlElement,setup_128,28402.0,1.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,18,2535.0,False,False,True,False,XmlElement,setup_128,28440.0,2.0,1.0,False
493,XmlElement,gpt-4.1,gpt-4.1-mini,19,,True,,,,,,,,,
493,XmlElement,gpt-4.1,gpt-4.1-mini,20,,True,,,,,,,,,
494,XmlElement,gpt-4.1,gpt-4.1,1,2389.0,False,True,False,True,XmlElement,setup_129,27146.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,2,2396.0,False,True,False,True,XmlElement,setup_129,27211.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,3,2403.0,False,False,True,False,XmlElement,setup_129,27380.0,1.0,1.0,True
494,XmlElement,gpt-4.1,gpt-4.1,4,2430.0,False,False,True,False,XmlElement,setup_129,27568.0,2.0,1.0,True
494,XmlElement,gpt-4.1,gpt-4.1,5,2447.0,False,False,True,False,XmlElement,setup_129,27685.0,2.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,6,2451.0,False,True,False,True,XmlElement,setup_129,27743.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,7,2462.0,False,False,True,False,XmlElement,setup_129,27929.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,8,2486.0,False,False,True,False,XmlElement,setup_129,27991.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,9,2492.0,False,False,False,True,XmlElement,setup_129,28175.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,10,2509.0,False,False,False,True,XmlElement,setup_129,28346.0,2.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,11,2525.0,False,True,False,True,XmlElement,setup_129,28404.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,12,,True,,,,,,,,,
494,XmlElement,gpt-4.1,gpt-4.1,13,2541.0,False,True,False,True,XmlElement,setup_129,28450.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,14,2554.0,False,False,False,True,XmlElement,setup_129,28610.0,3.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,15,,True,,,,,,,,,
494,XmlElement,gpt-4.1,gpt-4.1,16,2573.0,False,False,True,False,XmlElement,setup_129,28719.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,17,2585.0,False,True,False,True,XmlElement,setup_129,28772.0,2.0,1.0,True
494,XmlElement,gpt-4.1,gpt-4.1,18,2590.0,False,False,True,False,XmlElement,setup_129,28851.0,2.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,19,2594.0,False,True,False,True,XmlElement,setup_129,28857.0,1.0,1.0,False
494,XmlElement,gpt-4.1,gpt-4.1,20,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,1,2630.0,False,False,True,False,ByteVector,setup_234,29345.0,1.0,1.0,False
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,2,2661.0,False,True,False,True,ByteVector,setup_234,29376.0,1.0,1.0,False
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,3,2671.0,False,False,True,False,ByteVector,setup_234,29584.0,1.0,1.0,False
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,4,2703.0,False,False,True,False,ByteVector,setup_234,29757.0,1.0,1.0,False
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,5,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,6,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,7,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,8,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,9,,True,,,,,,,,,
496,ByteVector,gpt-4.1,claude-3-5-haiku-latest,10,,True,,,,,,,,,
