game_id,class_alias,attacker,defender,turn,success,compilable,attempts
610,Complex,sonnet,4.1 mini,6,3.0,3.0,3.0
610,Complex,sonnet,4.1 mini,7,1.0,1.0,4.0
610,Complex,sonnet,4.1 mini,14,1.0,1.0,1.0
611,IntHashMap,sonnet,sonnet,14,,,
611,IntHashMap,sonnet,sonnet,15,,,
611,IntHashMap,sonnet,sonnet,16,,,
611,IntHashMap,sonnet,sonnet,1,,0.0,15.0
611,IntHashMap,sonnet,sonnet,2,,0.0,15.0
611,IntHashMap,sonnet,sonnet,3,,0.0,15.0
611,IntHashMap,sonnet,sonnet,4,,0.0,15.0
611,IntHashMap,sonnet,sonnet,5,,0.0,15.0
611,IntHashMap,sonnet,sonnet,6,,0.0,15.0
611,IntHashMap,sonnet,sonnet,7,,0.0,15.0
611,IntHashMap,sonnet,sonnet,8,,0.0,15.0
611,IntHashMap,sonnet,sonnet,9,,0.0,15.0
611,IntHashMap,sonnet,sonnet,10,,0.0,15.0
611,IntHashMap,sonnet,sonnet,11,,0.0,15.0
611,IntHashMap,sonnet,sonnet,12,,0.0,15.0
611,IntHashMap,sonnet,sonnet,13,,0.0,15.0
611,IntHashMap,sonnet,sonnet,17,1.0,1.0,1.0
611,IntHashMap,sonnet,sonnet,18,,0.0,15.0
611,IntHashMap,sonnet,sonnet,19,,0.0,15.0
611,IntHashMap,sonnet,sonnet,20,,0.0,15.0
613,IntHashMap,haiku,sonnet,1,,,
613,IntHashMap,haiku,sonnet,2,,,
613,IntHashMap,haiku,sonnet,11,,,
613,IntHashMap,haiku,sonnet,13,,,
613,IntHashMap,haiku,sonnet,16,,,
613,IntHashMap,haiku,sonnet,20,,,
613,IntHashMap,haiku,sonnet,3,,3.0,3.0
613,IntHashMap,haiku,sonnet,4,,0.0,15.0
613,IntHashMap,haiku,sonnet,5,,0.0,15.0
613,IntHashMap,haiku,sonnet,6,,0.0,15.0
613,IntHashMap,haiku,sonnet,7,,0.0,15.0
613,IntHashMap,haiku,sonnet,8,,0.0,15.0
613,IntHashMap,haiku,sonnet,9,,0.0,15.0
613,IntHashMap,haiku,sonnet,10,,0.0,15.0
613,IntHashMap,haiku,sonnet,12,,0.0,15.0
613,IntHashMap,haiku,sonnet,14,,0.0,15.0
613,IntHashMap,haiku,sonnet,15,,0.0,15.0
613,IntHashMap,haiku,sonnet,17,,0.0,15.0
613,IntHashMap,haiku,sonnet,18,,0.0,15.0
613,IntHashMap,haiku,sonnet,19,,0.0,15.0
614,ByteVector,haiku,4.1,4,,,
614,ByteVector,haiku,4.1,5,,,
614,ByteVector,haiku,4.1,9,,,
614,ByteVector,haiku,4.1,10,,,
614,ByteVector,haiku,4.1,11,,,
614,ByteVector,haiku,4.1,12,,,
614,ByteVector,haiku,4.1,1,1.0,1.0,1.0
614,ByteVector,haiku,4.1,2,,3.0,3.0
614,ByteVector,haiku,4.1,3,1.0,1.0,1.0
614,ByteVector,haiku,4.1,6,,3.0,3.0
614,ByteVector,haiku,4.1,7,,3.0,3.0
614,ByteVector,haiku,4.1,8,1.0,1.0,1.0
614,ByteVector,haiku,4.1,13,,3.0,3.0
614,ByteVector,haiku,4.1,14,,3.0,3.0
614,ByteVector,haiku,4.1,15,,3.0,3.0
614,ByteVector,haiku,4.1,16,,3.0,3.0
614,ByteVector,haiku,4.1,17,,3.0,3.0
614,ByteVector,haiku,4.1,18,,3.0,3.0
614,ByteVector,haiku,4.1,19,,3.0,3.0
614,ByteVector,haiku,4.1,20,1.0,1.0,1.0
616,IntHashMap,haiku,4.1 mini,6,,,
616,IntHashMap,haiku,4.1 mini,9,,,
616,IntHashMap,haiku,4.1 mini,11,,,
616,IntHashMap,haiku,4.1 mini,12,,,
616,IntHashMap,haiku,4.1 mini,15,,,
616,IntHashMap,haiku,4.1 mini,16,,,
616,IntHashMap,haiku,4.1 mini,20,,,
616,IntHashMap,haiku,4.1 mini,1,,3.0,3.0
616,IntHashMap,haiku,4.1 mini,2,,3.0,4.0
616,IntHashMap,haiku,4.1 mini,3,,3.0,3.0
616,IntHashMap,haiku,4.1 mini,4,,3.0,10.0
616,IntHashMap,haiku,4.1 mini,5,,3.0,4.0
616,IntHashMap,haiku,4.1 mini,7,,3.0,3.0
616,IntHashMap,haiku,4.1 mini,8,,3.0,7.0
616,IntHashMap,haiku,4.1 mini,10,,3.0,4.0
616,IntHashMap,haiku,4.1 mini,13,,3.0,5.0
616,IntHashMap,haiku,4.1 mini,14,,3.0,6.0
616,IntHashMap,haiku,4.1 mini,17,,3.0,5.0
616,IntHashMap,haiku,4.1 mini,18,,3.0,3.0
616,IntHashMap,haiku,4.1 mini,19,,3.0,4.0
617,IntHashMap,haiku,haiku,1,,,
617,IntHashMap,haiku,haiku,2,,,
617,IntHashMap,haiku,haiku,3,,,
617,IntHashMap,haiku,haiku,4,,,
617,IntHashMap,haiku,haiku,15,,,
617,IntHashMap,haiku,haiku,18,,,
617,IntHashMap,haiku,haiku,19,,,
617,IntHashMap,haiku,haiku,5,,3.0,5.0
617,IntHashMap,haiku,haiku,6,,1.0,15.0
617,IntHashMap,haiku,haiku,7,,1.0,11.0
617,IntHashMap,haiku,haiku,8,,2.0,8.0
617,IntHashMap,haiku,haiku,9,,3.0,6.0
617,IntHashMap,haiku,haiku,10,,3.0,6.0
617,IntHashMap,haiku,haiku,11,,2.0,10.0
617,IntHashMap,haiku,haiku,12,,2.0,13.0
617,IntHashMap,haiku,haiku,13,,1.0,15.0
617,IntHashMap,haiku,haiku,14,,2.0,11.0
617,IntHashMap,haiku,haiku,16,,3.0,9.0
617,IntHashMap,haiku,haiku,17,,3.0,6.0
617,IntHashMap,haiku,haiku,20,,1.0,15.0
618,ByteVector,sonnet,sonnet,7,,,
618,ByteVector,sonnet,sonnet,8,,,
618,ByteVector,sonnet,sonnet,9,,,
618,ByteVector,sonnet,sonnet,10,,,
618,ByteVector,sonnet,sonnet,11,,,
618,ByteVector,sonnet,sonnet,12,,,
618,ByteVector,sonnet,sonnet,13,,,
618,ByteVector,sonnet,sonnet,14,,,
618,ByteVector,sonnet,sonnet,15,,,
618,ByteVector,sonnet,sonnet,16,,,
618,ByteVector,sonnet,sonnet,17,,,
618,ByteVector,sonnet,sonnet,18,,,
618,ByteVector,sonnet,sonnet,19,,,
618,ByteVector,sonnet,sonnet,20,,,
618,ByteVector,sonnet,sonnet,1,,0.0,15.0
618,ByteVector,sonnet,sonnet,2,,0.0,15.0
618,ByteVector,sonnet,sonnet,3,,0.0,15.0
618,ByteVector,sonnet,sonnet,4,,3.0,4.0
618,ByteVector,sonnet,sonnet,5,,3.0,3.0
618,ByteVector,sonnet,sonnet,6,,3.0,3.0
619,SparseIntArray,haiku,sonnet,1,,,
619,SparseIntArray,haiku,sonnet,2,,,
619,SparseIntArray,haiku,sonnet,8,,,
619,SparseIntArray,haiku,sonnet,10,,,
619,SparseIntArray,haiku,sonnet,11,,,
619,SparseIntArray,haiku,sonnet,12,,,
619,SparseIntArray,haiku,sonnet,15,,,
619,SparseIntArray,haiku,sonnet,16,,,
619,SparseIntArray,haiku,sonnet,17,,,
619,SparseIntArray,haiku,sonnet,3,1.0,1.0,1.0
619,SparseIntArray,haiku,sonnet,4,,3.0,3.0
619,SparseIntArray,haiku,sonnet,5,,0.0,15.0
619,SparseIntArray,haiku,sonnet,6,,0.0,15.0
619,SparseIntArray,haiku,sonnet,7,,0.0,15.0
619,SparseIntArray,haiku,sonnet,9,1.0,1.0,1.0
619,SparseIntArray,haiku,sonnet,13,1.0,1.0,1.0
619,SparseIntArray,haiku,sonnet,14,2.0,2.0,2.0
619,SparseIntArray,haiku,sonnet,18,,1.0,14.0
619,SparseIntArray,haiku,sonnet,19,,0.0,15.0
619,SparseIntArray,haiku,sonnet,20,,0.0,15.0
620,ByteVector,sonnet,4.1 mini,5,,,
620,ByteVector,sonnet,4.1 mini,6,,,
620,ByteVector,sonnet,4.1 mini,7,,,
620,ByteVector,sonnet,4.1 mini,8,,,
620,ByteVector,sonnet,4.1 mini,11,,,
620,ByteVector,sonnet,4.1 mini,12,,,
620,ByteVector,sonnet,4.1 mini,17,,,
620,ByteVector,sonnet,4.1 mini,18,,,
620,ByteVector,sonnet,4.1 mini,19,,,
620,ByteVector,sonnet,4.1 mini,20,,,
620,ByteVector,sonnet,4.1 mini,1,,3.0,5.0
620,ByteVector,sonnet,4.1 mini,2,,3.0,5.0
620,ByteVector,sonnet,4.1 mini,3,,3.0,4.0
620,ByteVector,sonnet,4.1 mini,4,1.0,1.0,1.0
620,ByteVector,sonnet,4.1 mini,9,2.0,2.0,6.0
620,ByteVector,sonnet,4.1 mini,10,,3.0,3.0
620,ByteVector,sonnet,4.1 mini,13,,3.0,3.0
620,ByteVector,sonnet,4.1 mini,14,,3.0,3.0
620,ByteVector,sonnet,4.1 mini,15,,3.0,3.0
620,ByteVector,sonnet,4.1 mini,16,,3.0,4.0
621,ByteVector,4.1 mini,sonnet,13,,,
621,ByteVector,4.1 mini,sonnet,1,1.0,1.0,1.0
621,ByteVector,4.1 mini,sonnet,2,1.0,1.0,2.0
621,ByteVector,4.1 mini,sonnet,3,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,4,1.0,1.0,2.0
621,ByteVector,4.1 mini,sonnet,5,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,6,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,7,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,8,,3.0,4.0
621,ByteVector,4.1 mini,sonnet,9,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,10,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,11,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,12,1.0,1.0,5.0
621,ByteVector,4.1 mini,sonnet,14,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,15,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,16,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,17,,3.0,11.0
621,ByteVector,4.1 mini,sonnet,18,,0.0,15.0
621,ByteVector,4.1 mini,sonnet,19,,3.0,3.0
621,ByteVector,4.1 mini,sonnet,20,,0.0,15.0
622,ByteVector,4.1,sonnet,3,,,
622,ByteVector,4.1,sonnet,4,,,
622,ByteVector,4.1,sonnet,5,,,
622,ByteVector,4.1,sonnet,6,,,
622,ByteVector,4.1,sonnet,7,,,
622,ByteVector,4.1,sonnet,8,,,
622,ByteVector,4.1,sonnet,9,,,
622,ByteVector,4.1,sonnet,10,,,
622,ByteVector,4.1,sonnet,11,,,
622,ByteVector,4.1,sonnet,12,,,
622,ByteVector,4.1,sonnet,13,,,
622,ByteVector,4.1,sonnet,14,,,
622,ByteVector,4.1,sonnet,15,,,
622,ByteVector,4.1,sonnet,16,,,
622,ByteVector,4.1,sonnet,17,,,
622,ByteVector,4.1,sonnet,18,,,
622,ByteVector,4.1,sonnet,19,,,
622,ByteVector,4.1,sonnet,20,,,
622,ByteVector,4.1,sonnet,1,1.0,1.0,1.0
622,ByteVector,4.1,sonnet,2,2.0,2.0,5.0
623,ByteVector,4.1,4.1 mini,9,,,
623,ByteVector,4.1,4.1 mini,12,,,
623,ByteVector,4.1,4.1 mini,13,,,
623,ByteVector,4.1,4.1 mini,1,,3.0,3.0
623,ByteVector,4.1,4.1 mini,2,,3.0,5.0
623,ByteVector,4.1,4.1 mini,3,1.0,1.0,4.0
623,ByteVector,4.1,4.1 mini,4,3.0,1.0,12.0
623,ByteVector,4.1,4.1 mini,5,1.0,1.0,4.0
623,ByteVector,4.1,4.1 mini,6,1.0,1.0,2.0
623,ByteVector,4.1,4.1 mini,7,1.0,1.0,1.0
623,ByteVector,4.1,4.1 mini,8,1.0,1.0,1.0
623,ByteVector,4.1,4.1 mini,10,,3.0,5.0
623,ByteVector,4.1,4.1 mini,11,,3.0,4.0
623,ByteVector,4.1,4.1 mini,14,,3.0,4.0
623,ByteVector,4.1,4.1 mini,15,,3.0,4.0
623,ByteVector,4.1,4.1 mini,16,,3.0,5.0
623,ByteVector,4.1,4.1 mini,17,,3.0,3.0
623,ByteVector,4.1,4.1 mini,18,,3.0,3.0
623,ByteVector,4.1,4.1 mini,19,,3.0,5.0
623,ByteVector,4.1,4.1 mini,20,1.0,1.0,1.0
626,CharRange,sonnet,haiku,1,,,
626,CharRange,sonnet,haiku,2,,,
626,CharRange,sonnet,haiku,3,,,
626,CharRange,sonnet,haiku,4,,,
626,CharRange,sonnet,haiku,5,,,
626,CharRange,sonnet,haiku,6,,,
626,CharRange,sonnet,haiku,7,,,
626,CharRange,sonnet,haiku,8,,,
626,CharRange,sonnet,haiku,9,,,
626,CharRange,sonnet,haiku,10,,,
626,CharRange,sonnet,haiku,11,,,
626,CharRange,sonnet,haiku,12,,,
626,CharRange,sonnet,haiku,13,,,
626,CharRange,sonnet,haiku,14,,,
626,CharRange,sonnet,haiku,15,,,
626,CharRange,sonnet,haiku,16,,,
626,CharRange,sonnet,haiku,17,,,
626,CharRange,sonnet,haiku,18,,,
626,CharRange,sonnet,haiku,19,,,
626,CharRange,sonnet,haiku,20,,,
627,CharRange,sonnet,sonnet,1,,,
627,CharRange,sonnet,sonnet,2,,,
627,CharRange,sonnet,sonnet,3,,,
627,CharRange,sonnet,sonnet,4,,,
627,CharRange,sonnet,sonnet,5,,,
627,CharRange,sonnet,sonnet,6,,,
627,CharRange,sonnet,sonnet,7,,,
627,CharRange,sonnet,sonnet,8,,,
627,CharRange,sonnet,sonnet,9,,,
627,CharRange,sonnet,sonnet,10,,,
627,CharRange,sonnet,sonnet,11,,,
627,CharRange,sonnet,sonnet,12,,,
627,CharRange,sonnet,sonnet,13,,,
627,CharRange,sonnet,sonnet,14,,,
627,CharRange,sonnet,sonnet,15,,,
627,CharRange,sonnet,sonnet,16,,,
627,CharRange,sonnet,sonnet,17,,,
627,CharRange,sonnet,sonnet,18,,,
627,CharRange,sonnet,sonnet,19,,,
627,CharRange,sonnet,sonnet,20,,,
628,CharRange,sonnet,4.1 mini,1,,,
628,CharRange,sonnet,4.1 mini,2,,,
628,CharRange,sonnet,4.1 mini,3,,,
628,CharRange,sonnet,4.1 mini,4,,,
628,CharRange,sonnet,4.1 mini,5,,,
628,CharRange,sonnet,4.1 mini,6,,,
628,CharRange,sonnet,4.1 mini,7,,,
628,CharRange,sonnet,4.1 mini,8,,,
628,CharRange,sonnet,4.1 mini,9,,,
628,CharRange,sonnet,4.1 mini,10,,,
628,CharRange,sonnet,4.1 mini,11,,,
628,CharRange,sonnet,4.1 mini,12,,,
628,CharRange,sonnet,4.1 mini,13,,,
628,CharRange,sonnet,4.1 mini,14,,,
628,CharRange,sonnet,4.1 mini,15,,,
628,CharRange,sonnet,4.1 mini,16,,,
628,CharRange,sonnet,4.1 mini,17,,,
628,CharRange,sonnet,4.1 mini,18,,,
628,CharRange,sonnet,4.1 mini,19,,,
628,CharRange,sonnet,4.1 mini,20,,,
629,CharRange,sonnet,4.1,1,,,
629,CharRange,sonnet,4.1,2,,,
629,CharRange,sonnet,4.1,3,,,
629,CharRange,sonnet,4.1,4,,,
629,CharRange,sonnet,4.1,5,,,
629,CharRange,sonnet,4.1,6,,,
629,CharRange,sonnet,4.1,7,,,
629,CharRange,sonnet,4.1,8,,,
629,CharRange,sonnet,4.1,9,,,
629,CharRange,sonnet,4.1,10,,,
629,CharRange,sonnet,4.1,11,,,
629,CharRange,sonnet,4.1,12,,,
629,CharRange,sonnet,4.1,13,,,
629,CharRange,sonnet,4.1,14,,,
629,CharRange,sonnet,4.1,15,,,
629,CharRange,sonnet,4.1,16,,,
629,CharRange,sonnet,4.1,17,,,
629,CharRange,sonnet,4.1,18,,,
629,CharRange,sonnet,4.1,19,,,
629,CharRange,sonnet,4.1,20,,,
630,CharRange,4.1 mini,haiku,2,,,
630,CharRange,4.1 mini,haiku,3,,,
630,CharRange,4.1 mini,haiku,7,,,
630,CharRange,4.1 mini,haiku,8,,,
630,CharRange,4.1 mini,haiku,9,,,
630,CharRange,4.1 mini,haiku,12,,,
630,CharRange,4.1 mini,haiku,13,,,
630,CharRange,4.1 mini,haiku,14,,,
630,CharRange,4.1 mini,haiku,15,,,
630,CharRange,4.1 mini,haiku,17,,,
630,CharRange,4.1 mini,haiku,18,,,
630,CharRange,4.1 mini,haiku,19,,,
630,CharRange,4.1 mini,haiku,20,,,
630,CharRange,4.1 mini,haiku,1,,0.0,15.0
630,CharRange,4.1 mini,haiku,4,1.0,1.0,1.0
630,CharRange,4.1 mini,haiku,5,,0.0,15.0
630,CharRange,4.1 mini,haiku,6,1.0,1.0,5.0
630,CharRange,4.1 mini,haiku,10,,0.0,15.0
630,CharRange,4.1 mini,haiku,11,,3.0,6.0
630,CharRange,4.1 mini,haiku,16,,3.0,3.0
631,CharRange,4.1 mini,sonnet,2,,,
631,CharRange,4.1 mini,sonnet,4,,,
631,CharRange,4.1 mini,sonnet,6,,,
631,CharRange,4.1 mini,sonnet,7,,,
631,CharRange,4.1 mini,sonnet,8,,,
631,CharRange,4.1 mini,sonnet,10,,,
631,CharRange,4.1 mini,sonnet,11,,,
631,CharRange,4.1 mini,sonnet,12,,,
631,CharRange,4.1 mini,sonnet,13,,,
631,CharRange,4.1 mini,sonnet,14,,,
631,CharRange,4.1 mini,sonnet,15,,,
631,CharRange,4.1 mini,sonnet,16,,,
631,CharRange,4.1 mini,sonnet,17,,,
631,CharRange,4.1 mini,sonnet,18,,,
631,CharRange,4.1 mini,sonnet,19,,,
631,CharRange,4.1 mini,sonnet,20,,,
631,CharRange,4.1 mini,sonnet,1,,1.0,13.0
631,CharRange,4.1 mini,sonnet,3,,0.0,15.0
631,CharRange,4.1 mini,sonnet,5,,0.0,15.0
631,CharRange,4.1 mini,sonnet,9,3.0,1.0,12.0
632,CharRange,4.1,sonnet,2,,,
632,CharRange,4.1,sonnet,3,,,
632,CharRange,4.1,sonnet,4,,,
632,CharRange,4.1,sonnet,5,,,
632,CharRange,4.1,sonnet,6,,,
632,CharRange,4.1,sonnet,8,,,
632,CharRange,4.1,sonnet,9,,,
632,CharRange,4.1,sonnet,10,,,
632,CharRange,4.1,sonnet,11,,,
632,CharRange,4.1,sonnet,12,,,
632,CharRange,4.1,sonnet,13,,,
632,CharRange,4.1,sonnet,14,,,
632,CharRange,4.1,sonnet,15,,,
632,CharRange,4.1,sonnet,16,,,
632,CharRange,4.1,sonnet,17,,,
632,CharRange,4.1,sonnet,18,,,
632,CharRange,4.1,sonnet,19,,,
632,CharRange,4.1,sonnet,20,,,
632,CharRange,4.1,sonnet,1,1.0,1.0,1.0
632,CharRange,4.1,sonnet,7,1.0,1.0,1.0
633,CaseInsensitiveString,haiku,haiku,1,,1.0,13.0
633,CaseInsensitiveString,haiku,haiku,2,,1.0,15.0
633,CaseInsensitiveString,haiku,haiku,3,,0.0,15.0
633,CaseInsensitiveString,haiku,haiku,4,2.0,1.0,10.0
633,CaseInsensitiveString,haiku,haiku,5,,2.0,11.0
633,CaseInsensitiveString,haiku,haiku,6,,1.0,11.0
633,CaseInsensitiveString,haiku,haiku,7,1.0,1.0,2.0
633,CaseInsensitiveString,haiku,haiku,8,,2.0,8.0
633,CaseInsensitiveString,haiku,haiku,9,,0.0,15.0
633,CaseInsensitiveString,haiku,haiku,10,,2.0,10.0
633,CaseInsensitiveString,haiku,haiku,11,,1.0,13.0
633,CaseInsensitiveString,haiku,haiku,12,,2.0,14.0
633,CaseInsensitiveString,haiku,haiku,13,,2.0,9.0
633,CaseInsensitiveString,haiku,haiku,14,,0.0,15.0
633,CaseInsensitiveString,haiku,haiku,15,,1.0,11.0
633,CaseInsensitiveString,haiku,haiku,16,,3.0,7.0
633,CaseInsensitiveString,haiku,haiku,17,,3.0,10.0
633,CaseInsensitiveString,haiku,haiku,18,,3.0,6.0
633,CaseInsensitiveString,haiku,haiku,19,,3.0,10.0
633,CaseInsensitiveString,haiku,haiku,20,,2.0,11.0
634,CaseInsensitiveString,haiku,sonnet,1,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,2,,3.0,4.0
634,CaseInsensitiveString,haiku,sonnet,3,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,4,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,5,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,6,,3.0,3.0
634,CaseInsensitiveString,haiku,sonnet,7,,3.0,5.0
634,CaseInsensitiveString,haiku,sonnet,8,,3.0,3.0
634,CaseInsensitiveString,haiku,sonnet,9,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,10,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,11,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,12,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,13,,1.0,11.0
634,CaseInsensitiveString,haiku,sonnet,14,,3.0,3.0
634,CaseInsensitiveString,haiku,sonnet,15,,1.0,13.0
634,CaseInsensitiveString,haiku,sonnet,16,,1.0,11.0
634,CaseInsensitiveString,haiku,sonnet,17,,3.0,3.0
634,CaseInsensitiveString,haiku,sonnet,18,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,19,,0.0,15.0
634,CaseInsensitiveString,haiku,sonnet,20,,1.0,11.0
635,CaseInsensitiveString,haiku,4.1 mini,20,,,
635,CaseInsensitiveString,haiku,4.1 mini,1,,3.0,4.0
635,CaseInsensitiveString,haiku,4.1 mini,2,1.0,1.0,1.0
635,CaseInsensitiveString,haiku,4.1 mini,3,,1.0,13.0
635,CaseInsensitiveString,haiku,4.1 mini,4,,0.0,15.0
635,CaseInsensitiveString,haiku,4.1 mini,5,,2.0,9.0
635,CaseInsensitiveString,haiku,4.1 mini,6,,2.0,13.0
635,CaseInsensitiveString,haiku,4.1 mini,7,,2.0,9.0
635,CaseInsensitiveString,haiku,4.1 mini,8,2.0,2.0,2.0
635,CaseInsensitiveString,haiku,4.1 mini,9,,3.0,3.0
635,CaseInsensitiveString,haiku,4.1 mini,10,,3.0,3.0
635,CaseInsensitiveString,haiku,4.1 mini,11,,3.0,5.0
635,CaseInsensitiveString,haiku,4.1 mini,12,,2.0,11.0
635,CaseInsensitiveString,haiku,4.1 mini,13,,2.0,11.0
635,CaseInsensitiveString,haiku,4.1 mini,14,,3.0,3.0
635,CaseInsensitiveString,haiku,4.1 mini,15,,3.0,7.0
635,CaseInsensitiveString,haiku,4.1 mini,16,,0.0,15.0
635,CaseInsensitiveString,haiku,4.1 mini,17,1.0,1.0,1.0
635,CaseInsensitiveString,haiku,4.1 mini,18,,3.0,4.0
635,CaseInsensitiveString,haiku,4.1 mini,19,2.0,1.0,10.0
637,CaseInsensitiveString,sonnet,haiku,4,,,
637,CaseInsensitiveString,sonnet,haiku,5,,,
637,CaseInsensitiveString,sonnet,haiku,6,,,
637,CaseInsensitiveString,sonnet,haiku,9,,,
637,CaseInsensitiveString,sonnet,haiku,10,,,
637,CaseInsensitiveString,sonnet,haiku,12,,,
637,CaseInsensitiveString,sonnet,haiku,13,,,
637,CaseInsensitiveString,sonnet,haiku,14,,,
637,CaseInsensitiveString,sonnet,haiku,15,,,
637,CaseInsensitiveString,sonnet,haiku,16,,,
637,CaseInsensitiveString,sonnet,haiku,17,,,
637,CaseInsensitiveString,sonnet,haiku,18,,,
637,CaseInsensitiveString,sonnet,haiku,19,,,
637,CaseInsensitiveString,sonnet,haiku,20,,,
637,CaseInsensitiveString,sonnet,haiku,1,,2.0,8.0
637,CaseInsensitiveString,sonnet,haiku,2,,1.0,12.0
637,CaseInsensitiveString,sonnet,haiku,3,,2.0,9.0
637,CaseInsensitiveString,sonnet,haiku,7,,3.0,14.0
637,CaseInsensitiveString,sonnet,haiku,8,2.0,1.0,8.0
637,CaseInsensitiveString,sonnet,haiku,11,,3.0,3.0
639,CaseInsensitiveString,sonnet,4.1 mini,4,,,
639,CaseInsensitiveString,sonnet,4.1 mini,7,,,
639,CaseInsensitiveString,sonnet,4.1 mini,8,,,
639,CaseInsensitiveString,sonnet,4.1 mini,12,,,
639,CaseInsensitiveString,sonnet,4.1 mini,13,,,
639,CaseInsensitiveString,sonnet,4.1 mini,14,,,
639,CaseInsensitiveString,sonnet,4.1 mini,17,,,
639,CaseInsensitiveString,sonnet,4.1 mini,20,,,
639,CaseInsensitiveString,sonnet,4.1 mini,1,,3.0,5.0
639,CaseInsensitiveString,sonnet,4.1 mini,2,,3.0,6.0
639,CaseInsensitiveString,sonnet,4.1 mini,3,1.0,1.0,2.0
639,CaseInsensitiveString,sonnet,4.1 mini,5,,2.0,9.0
639,CaseInsensitiveString,sonnet,4.1 mini,6,3.0,1.0,14.0
639,CaseInsensitiveString,sonnet,4.1 mini,9,,3.0,5.0
639,CaseInsensitiveString,sonnet,4.1 mini,10,,2.0,12.0
639,CaseInsensitiveString,sonnet,4.1 mini,11,1.0,1.0,1.0
639,CaseInsensitiveString,sonnet,4.1 mini,15,,0.0,15.0
639,CaseInsensitiveString,sonnet,4.1 mini,16,,0.0,15.0
639,CaseInsensitiveString,sonnet,4.1 mini,18,,3.0,3.0
639,CaseInsensitiveString,sonnet,4.1 mini,19,,2.0,11.0
640,CaseInsensitiveString,sonnet,4.1,5,,,
640,CaseInsensitiveString,sonnet,4.1,6,,,
640,CaseInsensitiveString,sonnet,4.1,17,,,
640,CaseInsensitiveString,sonnet,4.1,19,,,
640,CaseInsensitiveString,sonnet,4.1,1,,3.0,3.0
640,CaseInsensitiveString,sonnet,4.1,2,,3.0,8.0
640,CaseInsensitiveString,sonnet,4.1,3,1.0,1.0,1.0
640,CaseInsensitiveString,sonnet,4.1,4,,3.0,7.0
640,CaseInsensitiveString,sonnet,4.1,7,3.0,1.0,11.0
640,CaseInsensitiveString,sonnet,4.1,8,,3.0,5.0
640,CaseInsensitiveString,sonnet,4.1,9,,2.0,14.0
640,CaseInsensitiveString,sonnet,4.1,10,,3.0,8.0
640,CaseInsensitiveString,sonnet,4.1,11,1.0,1.0,3.0
640,CaseInsensitiveString,sonnet,4.1,12,1.0,1.0,1.0
640,CaseInsensitiveString,sonnet,4.1,13,,3.0,5.0
640,CaseInsensitiveString,sonnet,4.1,14,,3.0,5.0
640,CaseInsensitiveString,sonnet,4.1,15,,3.0,4.0
640,CaseInsensitiveString,sonnet,4.1,16,,3.0,9.0
640,CaseInsensitiveString,sonnet,4.1,18,,3.0,3.0
640,CaseInsensitiveString,sonnet,4.1,20,,3.0,5.0
641,CaseInsensitiveString,4.1 mini,haiku,5,,,
641,CaseInsensitiveString,4.1 mini,haiku,6,,,
641,CaseInsensitiveString,4.1 mini,haiku,7,,,
641,CaseInsensitiveString,4.1 mini,haiku,8,,,
641,CaseInsensitiveString,4.1 mini,haiku,11,,,
641,CaseInsensitiveString,4.1 mini,haiku,12,,,
641,CaseInsensitiveString,4.1 mini,haiku,14,,,
641,CaseInsensitiveString,4.1 mini,haiku,16,,,
641,CaseInsensitiveString,4.1 mini,haiku,17,,,
641,CaseInsensitiveString,4.1 mini,haiku,18,,,
641,CaseInsensitiveString,4.1 mini,haiku,19,,,
641,CaseInsensitiveString,4.1 mini,haiku,20,,,
641,CaseInsensitiveString,4.1 mini,haiku,1,,3.0,8.0
641,CaseInsensitiveString,4.1 mini,haiku,2,,1.0,11.0
641,CaseInsensitiveString,4.1 mini,haiku,3,,2.0,7.0
641,CaseInsensitiveString,4.1 mini,haiku,4,1.0,1.0,3.0
641,CaseInsensitiveString,4.1 mini,haiku,9,1.0,1.0,1.0
641,CaseInsensitiveString,4.1 mini,haiku,10,,2.0,9.0
641,CaseInsensitiveString,4.1 mini,haiku,13,,2.0,8.0
641,CaseInsensitiveString,4.1 mini,haiku,15,1.0,1.0,1.0
642,CaseInsensitiveString,4.1 mini,sonnet,5,,,
